Date Published,News Outlet,Title
2023-11-05T13:30:02Z,Fox News,Canada Freedom Convoy trial verdict delayed as trucker protest contrasted to anti-Israel Ottawa demonstrations
2023-11-05T12:00:05Z,Fox News,DeSantis rejects Dems' claim he's acting more like president than governor after weaponry shipped to Israel
2023-11-04T11:00:54Z,Fox News,"Antisemitic TikTok content the latest 'digital fentanyl' from China, Republican lawmaker says"
2023-11-04T11:26:27Z,Fox News,Bill Maher pummels leftwing antisemitism amid Israel-Hamas war: 'You’re the ones with the tiki torches now!'
2023-11-04T00:52:45Z,Fox News,"LAURA INGRAHAM: America doesn't have a real president, it has a figurehead"
2023-11-05T20:28:03Z,Fox News,London police in hot water after adviser's anti-Israel chant revealed: report
2023-11-05T15:00:47Z,Fox News,"GOP presidential hopefuls call for repeal of federal funding, tax breaks for colleges that excuse antisemitism"
2023-11-05T01:22:20Z,Fox News,Marjorie Taylor Greene renews push to censure Rashida Tlaib: 'Should be expelled'
2023-11-05T13:00:59Z,Fox News,Doctor in Israel tells how ‘miracles’ help save lives of Hamas victims
2023-11-05T01:35:28Z,Fox News,Trump calls to ban US entry for immigrants wanting to abolish Israel: 'Not going to get in'
2023-11-05T18:43:49Z,Fox News,"'Fox News Sunday' on November 5, 2023"
2023-11-04T03:34:43Z,Fox News,"Pro-Palestinian protesters in California block U.S. government ship: 'Joe Biden, you can't hide'"
2023-11-04T11:26:22Z,Fox News,IDF Gaza ground offensive continues as Blinken meets Arab leaders | Live Updates from Fox News Digital
2023-11-04T09:44:20Z,Fox News,Democrat Rep. Ritchie Torres 'mistakenly' voted against resolution condemning Hamas supporters at universities
2023-11-04T06:01:33Z,Fox News,Ohio Congressman cancels town meeting over threats against Jewish people
2023-11-05T00:31:35Z,Fox News,Pro-Palestinian protesters seen shaking White House gate vandalized with red paint: 'F--k Joe Biden'
2023-11-05T01:34:37Z,Fox News,US bases in Iraq and Syria have been attacked 31 times between since Oct. 17: Griffin | Fox News Video
2023-11-05T09:00:49Z,Fox News,Arkansas pastor says Christ is a 'beacon of light' for everyone in this 'strategic time in human history'
2023-11-05T17:18:35Z,Fox News,Speaker Johnson pushes to couple Ukraine aid and border: 'Take care of our own border first'
2023-11-04T19:27:05Z,Fox News,"NJ school janitor performed sickening sex acts with cafeteria utensils, poured bleach on students' food: cops"
2023-11-05T20:12:22Z,Fox News,Zelenskyy invites Trump to visit Ukraine amid GOP front-runner's pledge to end war with Russia within 24 hours
2023-11-05T02:19:12Z,Fox News,Multiple hospitalized from Playboy-favorited lingerie party at Rice University in Texas
2023-11-04T16:43:45Z,Fox News,'Default progressivism and D.E.I. loyalty oaths' creating problems for higher education warns NY Times column
2023-11-04T10:00:21Z,Fox News,"Pakistan launches crackdown on illegal immigration, echoing US debate amid terror concerns"
2023-11-04T23:00:30Z,Fox News,"Biden, far left weaponize race and immigration as long-term power play: Tim Scott"
2023-11-05T09:00:31Z,Fox News,Senate candidate says Dem opponent 'two-faced' on issues during election year: 'Dyed-in-the-wool liberal'
2023-11-05T09:00:07Z,Fox News,"World War II heroes, ages 100 and 98, fought in Battle of the Bulge, now are grand marshals of Philly parade"
2023-11-06T17:22:50Z,Vice News,Canadian Politician Booted for Israel Comments Is Not Backing Down
2023-11-06T16:32:05Z,Vice News,"US, Israel Officials Divided Over IDF Ground Invasion of Gaza"
2023-11-05T12:30:14Z,Fox News,'I pray with them': Pro-Palestinian college activists share message for families of kidnapped Israelis
2023-11-05T00:00:13Z,Fox News,New York Times writer resigns over letter accusing Israel of 'genocide'
2023-11-05T13:00:03Z,Fox News,Israeli tour guide concerned by pro-Palestinian protests in the US: 'Go really learn'
2023-11-06T10:59:55Z,Fox News,"Israel's military could enter Gaza City, the capital of the Hamas-ruled Gaza Strip, this week: Israeli media"
2023-11-06T16:35:10Z,Fox News,"Pope Francis decries antisemitism, war and terrorism amid rise of anti-Israel protests: 'Strongly condemn'"
2023-11-06T22:38:38Z,Fox News,"Israeli 8-year-old girl said to have been killed on Oct. 7, now believed to be hostage in Gaza"
2023-11-06T16:16:00Z,Fox News,"Thousands of anti-Israel protesters descend on White House praising Hamas, slamming 'genocide Joe'"
2023-11-06T10:00:27Z,Fox News,"Al Jazeera host, CUNY professor accuses Israel of 'ethnic cleansing' during pro-Palestinian protest"
2023-11-05T09:00:47Z,Fox News,Antisemitic protests across US bear striking resemblance to other social justice movements: experts
2023-11-05T01:26:46Z,Fox News,Pro-Palestinian protests turn violent across Europe
2023-11-06T14:51:18Z,Fox News,Tlaib accuses Biden of 'complicity' in children's deaths after claiming he supported 'genocide' in Gaza
2023-11-06T14:01:13Z,Fox News,Obama's claim we're all 'complicit' in Israel-Hamas war sparks outrage online: 'He is complicit'
2023-11-06T10:00:15Z,Fox News,What Israel’s ground offensive can – and cannot – accomplish
2023-11-06T20:36:06Z,Fox News,"White House silent, Secret Service makes no arrests after pro-Palestinian protesters vandalize gate"
2023-11-05T16:38:25Z,Fox News,"Barack Obama argues 'all of us are complicit' in Israel-Hamas conflict, urges acknowledgement of whole truth"
2023-11-06T17:52:27Z,Fox News,Israel's military reopens Gaza evacuation route as troops surround Gaza City
2023-11-06T20:01:32Z,Fox News,New Jersey Sen. Cory Booker interrupted by protesters demanding Gaza cease-fire
2023-11-06T14:38:13Z,Fox News,Actor Jon Voight 'disappointed' in daughter Angelina Jolie's anti-Israel social media posts
2023-11-06T17:16:46Z,Fox News,UN agencies demand humanitarian cease-fire in Gaza as Israel-Hamas war rages: 'Enough is enough'
2023-11-06T08:46:29Z,Fox News,Pro-Israel demonstrators gather outside Texas State Capitol: 'Keep the faith'
2023-11-05T17:39:57Z,Fox News,Foreign survivors of brutal Hamas attack on Israel recall terror massacre : 'Everything was burning'
2023-11-06T12:08:12Z,Fox News,"Gaza escape: More than 300 Americans have gotten out, White House official says"
2023-11-06T11:48:51Z,Fox News,US military deploys nuclear-powered submarine in Middle East
2023-11-05T17:06:32Z,Fox News,Bernie Sanders refuses to condemn Tlaib comments deemed 'antisemitic'
2023-11-06T16:30:46Z,Fox News,Israeli comedy show goes viral for ‘racist fluid’ skit mocking antisemitic liberal students in America
2023-11-05T05:19:23Z,Fox News,"Rep. Bowman says there must be 'clear distinction' between Israel's citizens, government"
2023-11-05T10:27:19Z,Fox News,Ilhan Omar criticizes US policy toward Israeli PM Netanyahu: 'Doesn’t add up'
2023-11-05T02:04:28Z,Fox News,Dem Michigan AG calls out Tlaib for 'cruel' and hateful' Israel comments
2023-11-05T15:39:01Z,Fox News,GWU student urged to leave Jewish star at home as antisemitic violence surges: 'This is the reality' we face
2023-11-06T20:53:28Z,Fox News,Hamas terror leaders hiding across Middle East away from war in Gaza
2023-11-05T15:18:59Z,Fox News,Woman identified as State Department employee accuses Biden admin of being 'complicit' in Israel 'genocide'
2023-11-06T09:05:39Z,Fox News,Historic rise in antisemitism has American Jews on edge: 'Generational challenge'
2023-11-05T17:18:08Z,Fox News,"Just 1 arrest after pro-Palestinian DC protest spurs acts of vandalism, bid to scale White House fence"
2023-11-05T13:30:02Z,Fox News,Canada Freedom Convoy trial verdict delayed as trucker protest contrasted to anti-Israel Ottawa demonstrations
2023-11-05T12:00:05Z,Fox News,DeSantis rejects Dems' claim he's acting more like president than governor after weaponry shipped to Israel
2023-11-06T20:57:43Z,Fox News,"Democrat 'Squad' member backs Rep. Tlaib's use of chant which calls for 'genocide,' Israel's destruction"
2023-11-05T20:28:03Z,Fox News,London police in hot water after adviser's anti-Israel chant revealed: report
2023-11-05T15:00:47Z,Fox News,"GOP presidential hopefuls call for repeal of federal funding, tax breaks for colleges that excuse antisemitism"
2023-11-06T17:32:41Z,Fox News,White House gates left defaced by graffiti from pro-Palestinian activists
2023-11-06T23:33:54Z,Fox News,Iraqi-born Muslim Republican running against Omar calls out 'Hamas Squad' amid criticism of Israel
2023-11-05T01:22:20Z,Fox News,Marjorie Taylor Greene renews push to censure Rashida Tlaib: 'Should be expelled'
2023-11-06T10:34:34Z,Fox News,"UMass Amherst student arrested for allegedly hitting Jewish student, spitting on Israeli flag: 'Unacceptable'"
2023-11-05T13:00:59Z,Fox News,Doctor in Israel tells how ‘miracles’ help save lives of Hamas victims
2023-11-05T01:35:28Z,Fox News,Trump calls to ban US entry for immigrants wanting to abolish Israel: 'Not going to get in'
2023-11-06T21:10:32Z,Fox News,Woman arrested for allegedly crashing car into Indianapolis 'Jewish school' with people inside: police
2023-11-05T18:43:49Z,Fox News,"'Fox News Sunday' on November 5, 2023"
2023-11-06T13:00:06Z,Fox News,Biden's Israel policy is a disaster. Why is he undermining Netanyahu now?
2023-11-06T08:30:33Z,Fox News,Cornell professor blames critical race theory indoctrination behind student suspect's threats
2023-11-06T01:04:46Z,Fox News,Democratic Party members react to Rep. Tlaib's attempt to justify use of antisemitic chant
2023-11-06T17:45:29Z,Fox News,ABC reporter ripped for calling anti-Israel protest 'passionate' that defaced White House gates
2023-11-06T21:00:51Z,Fox News,Son of Holocaust survivor and author Elie Wiesel says teachers must assign 'Night' in schools
2023-11-05T00:31:35Z,Fox News,Pro-Palestinian protesters seen shaking White House gate vandalized with red paint: 'F--k Joe Biden'
2023-11-05T01:34:37Z,Fox News,US bases in Iraq and Syria have been attacked 31 times between since Oct. 17: Griffin | Fox News Video
2023-11-06T11:44:44Z,Fox News,"Prominent Dems turn on 'Squad' member for genocidal chant, IDF takes Hamas compound and more top headlines"
2023-11-06T23:35:15Z,Fox News,Eagles claim George Norcross was removed from game after being ‘physically and verbally abusive’ toward staff
2023-11-06T18:08:49Z,Fox News,New Jersey Democratic power broker removed from Eagles game after displaying American-Israeli flag
2023-11-05T09:00:49Z,Fox News,Arkansas pastor says Christ is a 'beacon of light' for everyone in this 'strategic time in human history'
2023-11-05T17:18:35Z,Fox News,Speaker Johnson pushes to couple Ukraine aid and border: 'Take care of our own border first'
2023-11-06T16:57:19Z,Fox News,Reported Stanford University hit-and-run investigated as possible hate crime
2023-11-06T15:55:59Z,Fox News,Democrat warns Jen Psaki she sees 'great trouble' for Biden in 2024
2023-11-06T09:30:43Z,Fox News,Kamala Harris reboot attempts fizzle out as approval ratings remain 'low as ever' with 2024 just one year away
2023-11-06T01:37:44Z,Fox News,"Shots fired, two arrested after firing gun near Texas Rangers World Series Parade: police"
2023-11-05T20:12:22Z,Fox News,Zelenskyy invites Trump to visit Ukraine amid GOP front-runner's pledge to end war with Russia within 24 hours
2023-11-05T02:19:12Z,Fox News,Multiple hospitalized from Playboy-favorited lingerie party at Rice University in Texas
2023-11-06T21:30:56Z,Fox News,California teachers must attend training after Black student wore orange jumpsuit for 'Cops and Robbers' float
2023-11-06T20:56:57Z,Fox News,Bill Maher and Neil deGrasse Tyson clash over woke college campuses: 'You should be calling them out'
2023-11-06T15:00:07Z,Fox News,Rolling Stone calls Speaker Johnson's anti-porn parenting app 'creepy'
2023-11-06T09:00:55Z,Fox News,Dem Senate candidate sent $1M in taxpayer funds to group teaching 'racial equity and identity' to 4-year-olds
2023-11-05T09:00:07Z,Fox News,"World War II heroes, ages 100 and 98, fought in Battle of the Bulge, now are grand marshals of Philly parade"
2023-11-05T09:00:31Z,Fox News,Senate candidate says Dem opponent 'two-faced' on issues during election year: 'Dyed-in-the-wool liberal'
2023-11-06T10:00:14Z,Fox News,Global crisis: We're stuck with Biden. Here's what Reagan 2.0 would do
2023-11-06T19:44:49Z,Fox News,5 things to know about Ohio's controversial constitutional amendment on abortion before Election Day
2023-11-07T18:45:37Z,Vice News,Adobe Is Selling Fake AI-Generated Images of Violence in Gaza and Israel
2023-11-06T17:22:50Z,Vice News,Canadian Politician Booted for Israel Comments Is Not Backing Down
2023-11-07T16:12:02Z,Vice News,Pro-Palestine Protesters Delay US Military Ship They Say Is Delivering Weapons to Israel
2023-11-06T16:32:05Z,Vice News,"US, Israel Officials Divided Over IDF Ground Invasion of Gaza"
2023-11-07T15:21:31Z,Vice News,Did Israel Finally Confirm It Has Nuclear Weapons by Threatening Gaza?
2023-11-07T19:55:02Z,Vice News,Police Investigating After Jewish Man Sustained a Fatal Head Injury After Protest Altercation
2023-11-07T00:55:07Z,Fox News,"Israelis overwhelmingly are confident in the justice of the Gaza war, even as world sentiment sours"
2023-11-07T11:00:58Z,Fox News,Israel warns citizens not to travel as antisemitic incidents soar across globe
2023-11-07T13:46:32Z,Fox News,IDF says soldiers took control of Hamas military stronghold as Israel-Hamas war continues
2023-11-07T09:00:57Z,Fox News,Employees at US-funded United Nations agency celebrated Hamas terror massacre: report
2023-11-07T02:25:47Z,Fox News,Ex-Prime Minister of Israel shuts down MSNBC host on history of Gaza: 'They got everything they wanted'
2023-11-07T16:02:09Z,Fox News,Families beg Hamas 'monsters' to return loved ones one month after terror in Israel began
2023-11-06T10:59:55Z,Fox News,"Israel's military could enter Gaza City, the capital of the Hamas-ruled Gaza Strip, this week: Israeli media"
2023-11-06T16:35:10Z,Fox News,"Pope Francis decries antisemitism, war and terrorism amid rise of anti-Israel protests: 'Strongly condemn'"
2023-11-06T22:38:38Z,Fox News,"Israeli 8-year-old girl said to have been killed on Oct. 7, now believed to be hostage in Gaza"
2023-11-06T16:16:00Z,Fox News,"Thousands of anti-Israel protesters descend on White House praising Hamas, slamming 'genocide Joe'"
2023-11-06T10:00:27Z,Fox News,"Al Jazeera host, CUNY professor accuses Israel of 'ethnic cleansing' during pro-Palestinian protest"
2023-11-07T15:27:46Z,Fox News,"Israel-Hamas conflict hits 1-month mark, IDF says Hamas has 'waged war on humanity'"
2023-11-07T19:30:32Z,Fox News,Israeli actress Gal Gadot plans Hollywood screening of brutal Hamas terror attack atrocities: Report
2023-11-07T17:08:33Z,Fox News,Blinken joins G7 summit in latest attempt to fix US’ declining world standing
2023-11-06T14:51:18Z,Fox News,Tlaib accuses Biden of 'complicity' in children's deaths after claiming he supported 'genocide' in Gaza
2023-11-07T12:55:12Z,Fox News,Brandeis University bans Students for Justice in Palestine for its support of Hamas
2023-11-06T14:01:13Z,Fox News,Obama's claim we're all 'complicit' in Israel-Hamas war sparks outrage online: 'He is complicit'
2023-11-06T10:00:15Z,Fox News,What Israel’s ground offensive can – and cannot – accomplish
2023-11-06T20:36:06Z,Fox News,"White House silent, Secret Service makes no arrests after pro-Palestinian protesters vandalize gate"
2023-11-06T17:52:27Z,Fox News,Israel's military reopens Gaza evacuation route as troops surround Gaza City
2023-11-06T20:01:32Z,Fox News,New Jersey Sen. Cory Booker interrupted by protesters demanding Gaza cease-fire
2023-11-06T14:38:13Z,Fox News,Actor Jon Voight 'disappointed' in daughter Angelina Jolie's anti-Israel social media posts
2023-11-06T17:16:46Z,Fox News,UN agencies demand humanitarian cease-fire in Gaza as Israel-Hamas war rages: 'Enough is enough'
2023-11-07T16:47:28Z,Fox News,Christian leader appears to defend Hamas’ terror attack in Israel on Oct 7: ‘See the full picture’
2023-11-06T08:46:29Z,Fox News,Pro-Israel demonstrators gather outside Texas State Capitol: 'Keep the faith'
2023-11-07T11:35:37Z,Fox News,"Dem congresswoman to force vote on censure of GOP colleague for conflating Hamas, Palestinian civilians"
2023-11-07T21:38:35Z,Fox News,Israeli archeologists help uncover remains of missing people in burnt settlement homes after Hamas attack
2023-11-07T16:04:42Z,Fox News,Tlaib says GOP ‘distorting’ her position on Israel-Hamas war with censure resolutions: ‘Obvious lies’
2023-11-07T12:12:55Z,Fox News,UN Security Council fails once again to pass Israel-Hamas resolution
2023-11-07T13:47:17Z,Fox News,American-Israeli police officer stabbed to death in suspected terror attack near Jerusalem
2023-11-07T17:35:31Z,Fox News,'Please help me': Families of Hamas hostages plead for US action at House GOP event
2023-11-07T00:03:55Z,Fox News,Thousands attend pro-Israel rally in New York City as IDF continues fighting Hamas terrorists in Gaza
2023-11-06T12:08:12Z,Fox News,"Gaza escape: More than 300 Americans have gotten out, White House official says"
2023-11-06T11:48:51Z,Fox News,US military deploys nuclear-powered submarine in Middle East
2023-11-07T23:32:50Z,Fox News,The Biden administration says colleges must fight 'alarming rise' in antisemitism and Islamophobia
2023-11-07T09:30:44Z,Fox News,Flashback: Rapper Macklemore was accused of antisemitism years before speaking at ‘Free Palestine’ rally
2023-11-06T16:30:46Z,Fox News,Israeli comedy show goes viral for ‘racist fluid’ skit mocking antisemitic liberal students in America
2023-11-07T14:57:52Z,Fox News,"State Department staffers write internal memo demanding U.S. criticize Israel, support ceasefire"
2023-11-07T17:01:14Z,Fox News,Israel's president writes letter to American universities urging them to combat antisemitism
2023-11-07T22:01:19Z,Fox News,"Israeli commanders must make 'tough decisions' tackling Hamas bases in hospitals, schools: John Kirby"
2023-11-06T20:53:28Z,Fox News,Hamas terror leaders hiding across Middle East away from war in Gaza
2023-11-07T20:35:53Z,Fox News,"Families of Hamas hostages describe broken hearts, child’s 9th birthday in captivity of terrorists in Gaza"
2023-11-07T08:30:25Z,Fox News,Cornell professor on leave for remarks about 'exhilarating' Hamas attack has history of incendiary rhetoric
2023-11-07T01:23:40Z,Fox News,Biden admin notified Congress of plan to transfer $320M worth of precision bombs to Israel
2023-11-07T21:05:21Z,Fox News,How Lebanon's Hezbollah group became a critical player in the Israel-Hamas war
2023-11-07T12:05:16Z,Fox News,Israel's Netanyahu doubles down on rejecting Gaza ceasefire unless hostages are released after call with Biden
2023-11-07T17:39:19Z,Fox News,House to vote on 2 new resolutions to censure Rep. Rashida Tlaib for anti-Israel remarks
2023-11-07T23:56:29Z,Fox News,New York City public defender resigns after being caught tearing down Israel-Hamas war hostage posters
2023-11-07T17:54:24Z,Fox News,"Iranian shadow militias target US, Israel in Middle East: report"
2023-11-06T09:05:39Z,Fox News,Historic rise in antisemitism has American Jews on edge: 'Generational challenge'
2023-11-06T20:57:43Z,Fox News,"Democrat 'Squad' member backs Rep. Tlaib's use of chant which calls for 'genocide,' Israel's destruction"
2023-11-07T09:00:37Z,Fox News,Children held hostage in Israel: 'Bring Them Home Now' says it won't rest until all are safely returned
2023-11-06T17:32:41Z,Fox News,White House gates left defaced by graffiti from pro-Palestinian activists
2023-11-06T23:33:54Z,Fox News,Iraqi-born Muslim Republican running against Omar calls out 'Hamas Squad' amid criticism of Israel
2023-11-07T21:00:05Z,Fox News,"Mike Pompeo says State Dept has an 'AOC, Rashida Tlaib wing' after leaked memo blasts Biden's Israel policy"
