Date Published,News Outlet,Title
2023-10-27T17:35:25Z,Vice News,Hackers Took Over Transit Ads with Messages from Queer Palestinians in Gaza
2023-10-28T03:22:46Z,Al Jazeera English,Israel and Palestine: Is war the only way out?
2023-10-28T05:50:17Z,ABC News,"NYC protesters demand Israeli cease-fire, at least 200 detained after filling Grand Central station"
2023-10-27T01:39:14Z,ABC News,State Department struggles to explain why American citizens still can't exit Gaza
2023-10-27T10:22:57Z,Al Jazeera English,‘Solidarity with Palestine’: British protesters defy threats to hit streets
2023-10-27T05:13:20Z,ABC News,Israel-Gaza live updates: US making progress toward escape for Americans in Gaza
2023-10-28T15:48:37Z,Al Jazeera English,Turkey’s Erdogan tells pro-Palestinian rally Israel is ‘an occupier’
2023-10-28T11:00:00Z,Politico,Middle East conflict presents test for the left in New York City
2023-10-27T16:13:34Z,Politico,Muslim leaders criticize Biden over his Palestinian death toll remarks in private meeting
2023-10-28T07:42:42Z,Al Jazeera English,"Israel-Hamas war: List of key events, day 22"
2023-10-27T12:40:45Z,Al Jazeera English,The double standards of free speech on Palestine
2023-10-27T06:03:54Z,Al Jazeera English,"As the United Nations votes on Gaza, Palestine can only observe"
2023-10-27T10:11:36Z,Al Jazeera English,Israeli forces kill four Palestinians in occupied West Bank: WAFA
2023-10-27T07:54:04Z,Al Jazeera English,"Israel-Hamas war: List of key events, day 21"
2023-10-28T11:35:27Z,Politico,Israel expands ground operation in Gaza and bombs Hamas tunnels after knocking out communications
2023-10-28T20:57:15Z,Politico,Israel launches expanded Gaza ground operation — but won’t use the I-word
2023-10-27T12:55:01Z,Al Jazeera English,Angela Davis: ‘Palestine is a moral litmus test for the world’
2023-10-28T13:36:03Z,Al Jazeera English,"Communication blackout, fuel shortages worsen the situation in Gaza"
2023-10-28T06:51:05Z,Al Jazeera English,Israel’s war on Gaza in 10 explainers
2023-10-27T18:25:46Z,Al Jazeera English,Israel intensifies Gaza bombardment as internet and phone services go down
2023-10-27T06:14:50Z,Al Jazeera English,"Israeli air strikes kill dozens in Gaza overnight, Palestinian sources say"
2023-10-27T16:08:10Z,Al Jazeera English,UN says Gaza Health Ministry death tolls in previous wars ‘credible’
2023-10-28T17:16:25Z,Al Jazeera English,Hamas’s attack on Israel has changed the Middle East
2023-10-27T04:38:17Z,Al Jazeera English,Shifting politics make India a hotbed for Israel-Hamas war misinformation
2023-10-28T00:53:12Z,Al Jazeera English,"Protests, clashes in Jerusalem and West Bank as Israel-Gaza war rages"
2023-10-27T07:28:11Z,Al Jazeera English,Missile strikes Egypt’s Taba resort town near Israel border
2023-10-27T09:33:00Z,Al Jazeera English,Analysis: Is the US approach to Gaza damaging ties with its Arab allies?
2023-10-27T08:29:33Z,Al Jazeera English,Hamas cannot free captives until Israel-Gaza ceasefire: Official
2023-10-28T10:06:17Z,Al Jazeera English,"Israel ‘expanding’ troops in Gaza, Hamas to counter with ‘full force’"
2023-10-27T11:12:11Z,Al Jazeera English,Displaced Palestinians in overcrowded UN schools face outbreak of disease
2023-10-28T07:44:37Z,Al Jazeera English,Thousands of Gaza workers go ‘missing’ in Israel amid wartime mass arrests
2023-10-28T06:46:00Z,Al Jazeera English,Will the Israel-Hamas war upend China’s Middle East ambitions?
2023-10-27T04:35:20Z,Al Jazeera English,Fanatics vs generals: The strange Israeli rift over Gaza
2023-10-27T07:23:50Z,Al Jazeera English,Why are Palestinians supposed to take it – again and again?
2023-10-27T13:21:54Z,Al Jazeera English,What does Gaza’s food shortage look like?
2023-10-28T13:51:16Z,Al Jazeera English,Russia says Israeli bombardment of Gaza is against international law
2023-10-27T20:14:01Z,Al Jazeera English,Hamas rejects Israeli claim over installations under al-Shifa hospital
2023-10-27T06:36:11Z,Al Jazeera English,Displaced cook uses donations to feed 50 Palestinian families
2023-10-28T15:39:33Z,Vice News,Israel Forces Enter and Stay in Gaza Overnight Amid Heaviest Bombardment Yet
2023-10-28T02:44:50Z,Al Jazeera English,"Protesters shut New York’s Grand Central Station, demanding Gaza ceasefire"
2023-10-28T17:25:54Z,Al Jazeera English,"Mass graves, unclaimed bodies: The war robs Gaza of funeral rites"
2023-10-28T08:04:02Z,BBC News,Video appears to show Israeli ground forces in Gaza
2023-10-28T05:15:36Z,Al Jazeera English,War on Gaza: What’s the impact globally?
2023-10-27T19:50:00Z,Politico,Internet blackout in Gaza as Israel expands operations
2023-10-27T06:29:47Z,Al Jazeera English,Palestinian PM: Will war on Gaza bring Hamas and Fatah together?
2023-10-28T17:55:37Z,Associated Press,NEW STAGE OF WAR
2023-10-27T09:38:14Z,Al Jazeera English,Israel conducts second ground raid into northern Gaza with air support
2023-10-28T18:51:45Z,Al Jazeera English,"Analysis: Israel’s ground attacks yield lots of bang, little success"
2023-10-27T02:23:54Z,Al Jazeera English,"US attacks facilities in Syria linked to Iran, Pentagon says"
2023-10-28T21:41:36Z,Al Jazeera English,Prisoner exchange? Israeli captive families demand answers from Netanyahu
2023-10-28T07:11:45Z,Al Jazeera English,"Gaza under communications blackout, amid warnings of cover for war crimes"
2023-10-27T11:27:09Z,Al Jazeera English,Israeli volunteers clean up kibbutz attacked by Hamas fighters on October 7
2023-10-28T16:59:45Z,Al Jazeera English,"Palestinians in occupied West Bank face closures, harassment and attacks"
2023-10-28T17:58:54Z,Politico,Ramaswamy addresses Israel policy criticism at Jewish forum in Las Vegas
2023-10-28T14:05:19Z,Politico,Musk says Starlink will support connectivity to aid organizations in Gaza
2023-10-28T11:13:10Z,Al Jazeera English,‘So world knows’: Gaza parents mark children’s names on bodies amid bombing
2023-10-27T12:09:58Z,Al Jazeera English,"The Gaza Strip: Under siege, at war"
2023-10-27T14:33:36Z,Al Jazeera English,People with disabilities not spared by Israel’s war machine on Gaza Strip
2023-10-27T07:38:50Z,Al Jazeera English,Israeli bombing levels a residential square on Gaza City’s Jalaa Street
2023-10-27T21:03:50Z,Al Jazeera English,United Nations votes overwhelmingly in favour of humanitarian truce in Gaza
2023-10-28T07:45:26Z,Al Jazeera English,UN’s Navi Pillay: Israel has ‘no intention of ending occupation’
2023-10-28T12:30:22Z,Al Jazeera English,Is the US in trouble in the Middle East?
2023-10-27T11:04:24Z,Politico,What Canadians think about the Israel-Hamas war
2023-10-28T06:30:00Z,Al Jazeera English,Gaza’s journalists: Reporting under bombardment
2023-10-27T20:54:48Z,Al Jazeera English,Does Israel’s current land operation mean a captives release won’t happen?
2023-10-27T09:27:45Z,Al Jazeera English,Ceasefire or pause? Words UN members can’t agree on to stop Israel’s bombs
2023-10-28T14:34:36Z,The Wall Street Journal,Americans Stuck in Strip. Are We U.S. Citizens or Not?
2023-10-27T20:17:17Z,ABC News,WATCH: Father of Israeli child hostages speaks out
2023-10-27T19:31:02Z,ABC News,WATCH: Father of Israeli-American child hostages speaks out
2023-10-27T15:25:13Z,Politico,POLITICO Q&A: Rep. Ritchie Torres is Israel’s loudest House supporter
2023-10-27T22:16:05Z,Al Jazeera English,UNGA calls for humanitarian truce in Israel-Hamas war: How countries voted?
2023-10-28T18:10:14Z,Al Jazeera English,‘I am scared’: Bombing of Gaza sparks fears in southern Israel
2023-10-27T12:52:27Z,BBC News,Mainz to end El Ghazi contract over Israel-Gaza post
2023-10-28T02:02:01Z,Al Jazeera English,Biden and Xi expected to meet next month after high-level US-China meetings
2023-10-28T10:11:38Z,Al Jazeera English,Gaza divides the world along faultlines set by Ukraine war
2023-10-28T11:48:15Z,NBC News,Israel expands Gaza ground operation
2023-10-27T14:29:11Z,Al Jazeera English,Explosion seen as Hamas rocket hits Tel Aviv apartment block
2023-10-27T19:06:27Z,BBC News,Birmingham Lib Dem Councillor investigated for Hamas attack comments
2023-10-28T17:37:34Z,BBC News,We don't know if our family is dead in Gaza - Humza Yousaf
2023-10-27T09:36:37Z,Al Jazeera English,US says ‘no evidence’ Israel forces targeted Al Jazeera
2023-10-27T07:08:20Z,ABC News,"Twitter takeover: 1 year later, X struggles with misinformation, usage decline"
2023-10-27T14:35:47Z,Al Jazeera English,"My student Yehia Dahdouh survived an Israeli bombing, but his pain is huge"
2023-10-29T15:36:30Z,BBC News,UN: Thousands in Gaza break into warehouses in search of aid
2023-10-29T23:25:41Z,ABC News,"Israeli defense minister on Hamas, ground operations: 'Not looking for bigger wars'"
2023-10-29T08:44:46Z,Al Jazeera English,Hundreds of thousands march worldwide against Israeli bombardment of Gaza
2023-10-29T15:17:44Z,Politico,Iranian foreign minister deflects question about threatening U.S.
2023-10-29T21:54:59Z,Al Jazeera English,"Biden discusses ‘accelerating’ aid to Gaza in calls with Netanyahu, el-Sisi"
2023-10-29T22:30:04Z,Al Jazeera English,Pro-Palestine crowd storms Russia’s Dagestan to protest flight from Israel
2023-10-29T16:49:01Z,Al Jazeera English,"In dehumanising the Palestinians, Biden has surpassed Trump"
2023-10-29T09:29:56Z,BBC News,Streets filled with rubble: See the destruction of Gaza from the sky
2023-10-29T15:21:43Z,Al Jazeera English,Palestine Red Crescent says Israel orders evacuation of al-Quds Hospital
2023-10-29T13:40:07Z,Politico,National security adviser defends Israel’s efforts to defeat Hamas
2023-10-29T09:52:48Z,Al Jazeera English,Palestinians break into Gaza UN aid warehouses in a sign of desperation
2023-10-29T10:39:57Z,Politico,Thousands loot United Nations aid warehouses in Gaza
2023-10-29T19:51:01Z,Politico,"Gaza receives largest aid shipment so far as deaths top 8,000"
2023-10-29T18:26:56Z,Al Jazeera English,Western coverage of Israel’s war on Gaza – bias or unprofessionalism?
2023-10-29T03:07:58Z,Al Jazeera English,Netanyahu says war entering ‘second stage’ as troops push into Gaza
2023-10-29T10:57:46Z,Al Jazeera English,What will be the impact of the UN vote for a ceasefire in Gaza?
2023-10-29T17:41:20Z,Al Jazeera English,"People march in support of Gaza as death toll surpasses 8,000"
2023-10-29T19:51:27Z,Al Jazeera English,More children’s deaths in Gaza in 3 weeks than annual total since 2019: NGO
2023-10-29T21:03:41Z,Al Jazeera English,"Impeding aid to Gaza could be crime under ICC jurisdiction, says prosecutor"
2023-10-29T18:01:26Z,Al Jazeera English,"Israel begins ‘second stage’ of war as Gaza death toll passes 8,000"
2023-10-29T04:42:18Z,Al Jazeera English,"Taiwan takes security lessons from Hamas, Ukraine surprise attacks"
2023-10-29T13:41:21Z,Al Jazeera English,Netanyahu apologises for blaming Israeli security chiefs for Hamas attack
2023-10-29T22:18:28Z,Politico,Crowd storms Russian airport to protest flight from Israel
2023-10-29T13:37:36Z,CNN,Decline in 'civil order' as thousands steal basics...
2023-10-29T07:47:42Z,Al Jazeera English,‘There is zero work’: Occupied West Bank paralysed as economy stalls
2023-10-29T17:06:13Z,Al Jazeera English,Turkey quietly celebrates 100-year anniversary as a republic
2023-10-29T16:54:34Z,Al Jazeera English,Can Elon Musk’s Starlink provide internet service to Gaza?
2023-10-29T13:02:58Z,Al Jazeera English,Israeli troops push into Gaza as war enters ‘second stage’
2023-10-29T20:06:37Z,Al Jazeera English,How can Israel’s blockade and destruction of Gaza be stopped?
2023-10-29T03:59:55Z,Al Jazeera English,"Internet, phone services return to Gaza after communications blackout"
2023-10-29T15:38:43Z,Al Jazeera English,Joy and horror as communications come back on in the Gaza Strip
2023-10-29T16:06:48Z,Politico,‘This is not cancel culture’: DeSantis defends call to ban pro-Palestinian groups at Florida colleges
2023-10-28T11:45:31Z,BBC News,Israel-Gaza war: Thousands gather for pro-Palestine rally in Belfast
2023-10-29T17:14:44Z,CBS News,"""Complicated realities"" to getting Gaza hostages out, Sullivan says"
2023-10-29T13:30:54Z,CBS News,"U.N. aid warehouses looted in Gaza as Netanyahu declares ""second phase"" in war"
2023-10-29T02:02:00Z,CBS News,Israel wages fierce attack on Gaza
2023-10-28T00:53:00Z,CBS News,Israeli military expanding ground operations in Gaza
2023-10-30T15:32:38Z,BBC News,Israel's Netanyahu condemns 'cruel' Hamas video of Israeli hostages
2023-10-30T11:04:32Z,BBC News,"Shani Louk: Woman missing after Hamas attack is dead, says mother"
2023-10-30T11:59:24Z,BBC News,Moment Israeli tank appears to fire on car inside Gaza
2023-10-30T17:28:18Z,BBC News,Man pleads not guilty to murder of US Muslim boy
2023-10-30T23:16:23Z,BBC News,US rejects Putin claim that West organised anti-Jewish airport mob
2023-10-30T05:21:24Z,ABC News,Israel-Gaza live updates: 24 trucks bring in aid Red Cross says
2023-10-30T16:29:23Z,Associated Press,Mob storms Dagestan airport looking for Israelis on jet from Tel Aviv
2023-10-30T16:08:25Z,Al Jazeera English,Arab leaders must walk the talk on Palestine
2023-10-30T22:08:10Z,BBC News,"How social media fuelled antisemitic violence in Dagestan, Russia"
2023-10-30T21:13:47Z,Politico,Israel pushes deeper into Gaza and frees Hamas captive
2023-10-30T14:34:04Z,Al Jazeera English,Israel is forcibly disappearing Gaza
2023-10-30T21:42:12Z,Al Jazeera English,Lebanon fears regional war as Hezbollah-Israel fighting intensifies
2023-10-30T17:48:44Z,ABC News,Man pleads not guilty to hate crime in fatal stabbing of 6-year-old Muslim boy
2023-10-30T10:05:36Z,Al Jazeera English,Debate over US stance on Israel-Gaza war mounts
2023-10-30T20:48:16Z,Politico,"Israel shouldn’t be compared to Russia, Biden admin says, as civilian deaths soar"
2023-10-30T07:34:49Z,Al Jazeera English,"Australian ex-PMs condemn Hamas, urge Israel to avoid civilian deaths"
2023-10-30T12:00:45Z,Al Jazeera English,‘Many players have died’: Israel’s war on Gaza hits Palestinian football
2023-10-30T22:35:51Z,Politico,Canada clarifies its stance on a ‘humanitarian truce’
2023-10-30T08:55:34Z,Al Jazeera English,"Israel-Hamas war: List of key events, day 23"
2023-10-30T20:25:05Z,Al Jazeera English,What’s the financial cost of the war on Gaza?
2023-10-30T13:54:29Z,Al Jazeera English,Analysis: The foreign factors in Israel’s war on Gaza
2023-10-30T17:57:50Z,Al Jazeera English,US officials to meet Jewish leaders as anti-Semitism surges on campuses
2023-10-30T13:25:48Z,Al Jazeera English,Israeli raids kill five in occupied West Bank
2023-10-30T22:48:02Z,NBC News,Trapped Palestinians refusing Israeli orders to evacuate from Gaza hospital
2023-10-30T22:31:54Z,BBC News,Choudhury sorry for causing offence with Palestine social post
2023-10-30T12:19:50Z,Al Jazeera English,Katherine Maher replaces former Web Summit CEO following ‘war crimes’ post
2023-10-30T21:39:37Z,ABC News,"FBI investigating antisemitic threats to Cornell's Jewish students, Biden 'concerned'"
2023-10-30T15:55:53Z,Al Jazeera English,"Israel says German-Israeli woman Shani Louk, taken by Hamas, is dead"
2023-10-30T14:10:03Z,CBS News,Palestinians and Israelis express outrage over ongoing violence
2023-10-30T16:28:15Z,Al Jazeera English,Al Jazeera reporter’s family receives Israeli threat to leave Gaza home
2023-10-30T08:06:19Z,ABC News,Cornell sends officers to Jewish center after antisemitic messages posted online
2023-10-30T13:50:29Z,Al Jazeera English,Russia blames Ukraine and the West for Dagestan airport unrest
2023-10-30T21:19:58Z,Al Jazeera English,Israeli forces move further into Gaza as Netanyahu declares ‘time for war’
2023-10-30T18:39:00Z,Al Jazeera English,Israeli military says it freed captured soldier in Gaza ground operations
2023-10-30T17:33:30Z,BBC News,Mainz lift El Ghazi's suspension over Israel-Gaza post
2023-10-30T23:10:34Z,Al Jazeera English,Bernie Sanders’s failure to back Gaza ceasefire disappoints US supporters
2023-10-30T18:03:58Z,Al Jazeera English,‘Never seen such atrocities’: Palestinian reporters recount war horrors
2023-10-30T11:45:41Z,Al Jazeera English,Russia’s Dagestan airport closed after anti-Israel protests: What to know
2023-10-30T08:21:41Z,Al Jazeera English,"At Gaza’s Indonesia Hospital, medics fight to save lives amid Israel raids"
2023-10-30T18:21:55Z,Al Jazeera English,Hamas releases video showing three women hostages in Gaza
2023-10-30T14:48:31Z,Al Jazeera English,Cyprus braces for refugee arrivals amid Lebanon war fears
2023-10-30T21:08:03Z,Politico,Colleges under pressure to address antisemitism on campuses
2023-10-30T07:51:33Z,Al Jazeera English,"Nameless on Earth, known in heaven: Gaza’s unidentified"
2023-10-30T04:29:32Z,Al Jazeera English,"Israel strikes Syria, Lebanon following rocket attacks, military says"
2023-10-30T13:30:16Z,Al Jazeera English,The aftermath of Israeli army’s raid in Jenin in occupied West Bank
2023-10-30T08:17:16Z,NBC News,Israel says it freed a hostage during Gaza ground operation
2023-10-30T12:52:00Z,CBS News,"Hamas says 8,300 killed in Gaza as Israel sends in more ground forces"
2023-10-30T06:39:53Z,Al Jazeera English,‘I’ve lost contact’: Surviving Israeli bombs amid communications blackout
2023-10-30T02:29:40Z,Al Jazeera English,"Reuters, Al Jazeera journalists ‘targeted’ in Lebanon strike: Press group"
2023-10-30T20:03:38Z,Al Jazeera English,Illinois man pleads not guilty in killing of Palestinian-American boy
2023-10-30T11:44:40Z,NBC News,Hostage talks with Hamas stall and tributes pour in for Matthew Perry: Morning Rundown
2023-10-30T16:35:09Z,NBC News,Bombs went off and lights went out as a blackout plunged Gaza into chaos
2023-10-30T13:54:05Z,CBS News,"Israel targets Hamas' ""pivotal"" tunnel network as next phase in war begins"
2023-10-31T22:10:55Z,BBC News,"In Kibbutz Be'eri, a broken promise to keep Israelis safe"
2023-10-31T04:34:16Z,BBC News,Israel Gaza: US rejects global calls for ceasefire
2023-10-31T16:29:03Z,BBC News,"Natalie Raanan, a teen taken hostage by Hamas, is home in Chicago"
2023-10-31T10:18:05Z,BBC News,Israeli troops seen on the ground in Gaza
2023-10-31T17:04:13Z,BBC News,Antisemitic graffiti in Paris worries French leaders
2023-10-31T16:00:12Z,BBC News,Israeli President Isaac Herzog defends Gaza operation
2023-10-31T05:01:45Z,BBC News,Israel Gaza: UN ambassador pins yellow star to chest
2023-10-31T08:26:23Z,Al Jazeera English,"Israel-Hamas war: List of key events, day 25"
2023-10-31T22:16:34Z,BBC News,"Bullet holes, gutted rooms: Inside destroyed Kibbutz house"
2023-10-31T09:00:00Z,Politico,Harris campaign alums want her to call Israeli’s Gaza campaign a ‘genocide’
2023-10-31T18:00:24Z,Al Jazeera English,Protests in Lebanon express frustration at international support for Israel
2023-10-31T21:03:09Z,Al Jazeera English,Has Israel achieved its objectives by launching wars on Gaza?
2023-10-31T21:31:46Z,Politico,Gaza refugee camp devastated; Israeli ground troops battle Hamas militants
2023-10-31T07:25:44Z,BBC News,Reporting on Gaza: 'Sometimes from behind the camera I just stand and cry'
2023-10-31T14:21:25Z,ABC News,Rising antisemitism since Hamas terror attack part of 'preexisting' trend: DHS chief
2023-10-31T10:29:58Z,Al Jazeera English,Israel demolishes senior Hamas leader’s house in occupied West Bank
2023-10-31T20:06:57Z,Al Jazeera English,Hamas says it will release some foreign hostages in coming days
2023-10-31T07:13:03Z,Al Jazeera English,Palestinians fear Israel will strike Gaza’s al-Quds Hospital
2023-10-31T13:58:48Z,Al Jazeera English,"Muslim women in the West in the crosshairs of Zionists, white ‘feminists’"
2023-10-31T10:28:47Z,Al Jazeera English,Filipino protesters slam gov’t abstention on Israel-Gaza resolution at UN
2023-10-31T09:02:02Z,Al Jazeera English,"‘Hunger and despair’: UN agency deplores Gaza conditions, child casualties"
2023-10-31T13:00:46Z,Al Jazeera English,Is the trajectory of Lebanon-Israel border conflict changing?
2023-10-31T15:22:04Z,Al Jazeera English,Analysis: It’s a win-win for Hezbollah against Israel so far
2023-10-31T18:34:25Z,Al Jazeera English,Gaza war: Biden support plummets to 17 percent among Arab Americans
2023-10-31T03:46:32Z,Al Jazeera English,"Japan sanctions individuals, company over links to Hamas"
2023-10-31T11:10:33Z,Al Jazeera English,"Once pro-Palestinian, Greece is now one of Israel’s closest European allies"
2023-10-31T12:48:59Z,Al Jazeera English,Where is the ‘responsibility to protect’ in Gaza?
2023-10-31T09:13:18Z,Al Jazeera English,Israel says it shot down ‘aerial target’ near Red Sea city of Eilat
2023-10-31T03:09:49Z,Al Jazeera English,‘No one trusts Netanyahu’: Israel’s war cabinet divided amid Gaza conflict
2023-10-31T06:25:27Z,Al Jazeera English,UK MP Paul Bristow sacked as aide after call for Israel-Gaza ceasefire
2023-10-31T18:55:20Z,Al Jazeera English,UN chief Guterres says aid trickling into Gaza is ‘completely inadequate’
2023-10-31T19:52:51Z,Politico,"Senate confirms Jack Lew as ambassador to Israel, over Republican pushback"
2023-10-31T21:36:03Z,ABC News,"Johnson's Israel funding showdown with Biden, Democrats -- and Senate Republicans"
2023-10-31T17:35:51Z,BBC News,Celtic suspends Green Brigade group from matches
2023-10-31T20:07:22Z,Al Jazeera English,"Shopping, queuing for bread, looking for water: Life in Gaza City continues"
2023-10-31T21:14:12Z,Politico,Biden world blitzes the Hill to keep a Ukraine-Israel package intact
2023-10-31T01:49:36Z,The Wall Street Journal,WSJ: Global War on Jews...
2023-10-31T12:01:36Z,Associated Press,Conflict spilling into Syria...
2023-10-31T12:43:52Z,BBC News,Inquiry after officer seen removing posters of kidnapped Israelis
2023-10-31T10:49:57Z,BBC News,Apple alert: Indian opposition leaders raise alarm about warning
2023-10-31T07:32:00Z,CBS News,Fighting in Gaza intensifies as Netanyahu rejects call for ceasefire
2023-10-31T07:58:57Z,Al Jazeera English,Israeli delegates wear yellow stars at UN meeting on Gaza war
2023-10-31T13:49:35Z,Al Jazeera English,"No privacy, no water: Gaza women use period-delaying pills amid war"
2023-11-01T15:03:17Z,Vice News,Neo-Nazis and the Far-Right Are Trying to Hijack Pro-Palestine Protests
2023-11-01T04:45:12Z,BBC News,Bolivia severs diplomatic ties with Israel over Gaza war
2023-11-01T13:27:29Z,Politico,Another wave of Israeli strikes hit Gaza refugee camp as crossing opens for foreigners and wounded
2023-11-01T00:21:19Z,BBC News,Strikes on south Gaza: BBC verifies attacks in areas of ‘safety’
2023-11-01T11:01:13Z,Al Jazeera English,Watching the watchdogs: Fear in newsrooms silences pro-Palestine voices
2023-11-01T21:09:27Z,ABC News,House to consider censure resolution against Tlaib over her criticism of Israel
2023-11-01T00:30:54Z,Al Jazeera English,"Biden’s Israel funding request gets scrutiny, hits early hurdle"
2023-11-01T21:28:12Z,Al Jazeera English,US rights group urges colleges to protect free speech amid Gaza war
2023-11-01T07:57:59Z,Al Jazeera English,Rafah crossing linking war-torn Gaza to Egypt opens
2023-11-01T07:12:50Z,Al Jazeera English,Inside Benjamin Netanyahu’s mind: How is Israel’s PM plotting the war?
2023-11-01T17:43:02Z,Al Jazeera English,‘I’ll walk again’: Hope for injured Palestinians crossing into Egypt
2023-11-01T07:28:31Z,Al Jazeera English,"Israel-Hamas war: List of key events, day 26"
2023-11-01T16:11:49Z,Al Jazeera English,"With the Rafah border crossing open, who is exiting Gaza?"
2023-11-01T14:42:50Z,Al Jazeera English,"Against the ‘Denkverbot’: If you cancel Palestine, cancel us"
2023-11-01T20:09:20Z,Politico,Biden administration thinks Netanyahu may not last politically
2023-11-01T05:06:25Z,Al Jazeera English,Bolivia cuts ties with Israel; other Latin American countries recall envoys
2023-11-01T20:42:26Z,Al Jazeera English,Will Israel face a war crimes investigation?
2023-11-01T16:58:50Z,Al Jazeera English,Hamas leader accuses Israel of ‘barbaric massacres’ after refugee camp hit
2023-11-01T19:32:25Z,Al Jazeera English,‘There are thousands more’: Wounded Palestinians cross into Egypt from Gaza
2023-11-01T17:43:59Z,Al Jazeera English,Jordan recalls ambassador to Israel to protest Gaza ‘catastrophe’
2023-11-01T09:49:50Z,Al Jazeera English,"Dozens arrested, killed in West Bank and Gaza raids overnight"
2023-11-01T19:44:27Z,Al Jazeera English,Israel targets Gaza’s Jabalia refugee camp for second time in two days
2023-11-01T12:06:10Z,Al Jazeera English,Iran’s Khamenei calls for boycott of Israel amid Gaza bombardment
2023-11-01T10:58:09Z,Al Jazeera English,Under Israeli attack: Who are the Christians of Gaza?
2023-11-01T20:26:25Z,Al Jazeera English,US Secretary of State Antony Blinken set to travel to Israel and Jordan
2023-11-01T13:53:06Z,Al Jazeera English,‘Inhumane’: World reacts to Israeli attacks on Jabalia refugee camp
2023-11-01T19:07:32Z,Politico,U.S. citizens leave Gaza for Egypt as others await State Department instruction on travel options
2023-11-01T12:48:01Z,Al Jazeera English,Know their names: Palestinians killed in Israeli attacks on Gaza
2023-11-01T18:49:53Z,Al Jazeera English,Israel bombards Jabalia refugee camp for second straight day
2023-11-01T13:25:50Z,Al Jazeera English,Israel’s deadly attack on the Jabalia refugee camp: What we know so far
2023-11-01T02:41:33Z,ABC News,"New speaker's Israel funding showdown with Biden, Democrats -- and Senate Republicans"
2023-11-01T08:43:27Z,Al Jazeera English,Gaza suffers another communications blackout amid Israeli bombardment
2023-11-01T15:46:50Z,Al Jazeera English,Gaza’s only cancer treatment hospital shuts down after running out of fuel
2023-11-01T22:52:35Z,ABC News,Johnson makes case to Senate GOP that Israel aid has to move before Ukraine funding
2023-11-01T10:58:30Z,Al Jazeera English,"Rafah crossing opens briefly to allow some foreigners, wounded to exit Gaza"
