Date Published,News Outlet,Title
2023-10-27T11:04:24Z,Politico,What Canadians think about the Israel-Hamas war
2023-10-27T20:17:17Z,ABC News,WATCH: Father of Israeli child hostages speaks out
2023-10-27T19:31:02Z,ABC News,WATCH: Father of Israeli-American child hostages speaks out
2023-10-27T15:25:13Z,Politico,POLITICO Q&A: Rep. Ritchie Torres is Israel’s loudest House supporter
2023-10-27T07:08:20Z,ABC News,"Twitter takeover: 1 year later, X struggles with misinformation, usage decline"
2023-10-27T18:44:03Z,CBS News,"BREAKING: Israel military forces to expand ground activity in Gaza Strip Friday, IDF says"
2023-10-27T00:55:51Z,Politico,DeSantis administration claims it helped send weapons to Israel — but provides few details
2023-10-27T11:48:00Z,CBS News,Israel carries out Gaza ground raid for second night in a row
2023-10-27T04:01:24Z,CNN,Israel-Hamas war rages as Gaza deaths mount
2023-10-27T12:10:04Z,NBC News,A group of Jews and Arabs in Israel has a ‘radical’ idea — protecting one another as fear reigns
2023-10-27T20:45:37Z,NBC News,"With no fanfare or acknowledgment, Biden hosts White House meeting with Muslim leaders"
2023-10-27T13:37:01Z,CBS News,Israel faces pressure to bring home hostages as plans continue for ground invasion
2023-10-27T12:56:55Z,CBS News,Families wait for hostages to be released while Israel continues to pound Gaza
2023-10-27T15:00:45Z,CBS News,Vice President Harris | Sunday on 60 Minutes
2023-10-27T18:45:01Z,CBS News,Next IDF steps may be rolling start to a ground invasion
2023-10-27T20:16:56Z,CBS News,What's next as reports of Israel's rolling start in Gaza emerge?
2023-10-27T22:22:28Z,ABC News,These numbers show the staggering toll of the Israel-Hamas war
2023-10-27T23:44:00Z,CBS News,Gaza facing critical shortages as Israeli blockade continues
2023-10-27T18:15:49Z,CBS News,"Details on Israel's looming offensive will not be revealed for strategic reasons, Netanyahu says"
2023-10-27T14:37:32Z,CBS News,"Many Israeli dual citizens decide to stay amid war: ""The only place we belong"""
2023-10-27T19:53:16Z,CBS News,"Rolling start to ground invasion in Gaza appears to be underway, U.S. officials say"
2023-10-27T18:31:05Z,CBS News,"What Ramy Inocencio saw, heard at the Israel-Gaza border"
2023-10-27T11:34:28Z,ABC News,"Seeing no military answer to Israel-Palestinian tensions, the EU plans for a more peaceful future"
2023-10-27T11:02:02Z,ABC News,"Iran's deputy foreign minister met Hamas representatives in Moscow, Russian state media says"
2023-10-27T15:43:34Z,CBS News,Israel conducts another ground rain in Gaza; Tensions soaring in West Bank
2023-10-27T15:59:11Z,CBS News,Israel conducts another ground raid in Gaza; Tensions soaring in West Bank
2023-10-27T10:46:00Z,CBS News,"What to know about Rep. Dean Phillips, the Minnesota Democrat challenging Joe Biden in 2024"
2023-10-27T23:47:00Z,CBS News,Will Israel's ground escalation complicate hostage negotiations?
2023-10-27T21:45:51Z,CBS News,"Power, communication reportedly out in Gaza as Israel expands ground activity"
2023-10-27T01:06:00Z,CBS News,Retired U.S. general says Israel appears to be on cusp of Gaza invasion
2023-10-27T17:42:50Z,NBC News,Near-total internet blackout hits Gaza as Israel ramps up strikes
2023-10-27T07:50:34Z,ABC News,Live updates | Israeli forces conduct another ground raid in Gaza ahead of expected invasion
2023-10-27T23:02:18Z,ABC News,UN General Assembly calls for `humanitarian truce' in Gaza leading to halt in Israel-Hamas fighting
2023-10-27T18:15:49Z,CBS News,"How the military responded to recent attacks against U.S. forces in Iraq, Syria"
2023-10-27T07:10:21Z,ABC News,Israel strikes outskirts of Gaza City during second ground raid in as many days
2023-10-27T03:01:49Z,Politico,Trump rakes in millions at MAGA-studded Mar-a-Lago fundraiser
2023-10-27T12:46:26Z,ABC News,About 30 children were taken hostage by Hamas militants. Their families wait in agony
2023-10-27T13:26:36Z,ABC News,The EU seeks to revive peace talks since no military answer seen in the Israel-Palestinian conflict
2023-10-27T02:37:49Z,NBC News,U.S. launches strikes on Iranian-linked targets in Syria in retaliation for drone attacks on U.S. military bases
2023-10-27T19:12:00Z,CBS News,Here's what Mike Johnson suggested he will and won't bring to the floor
2023-10-27T09:44:45Z,NBC News,Israel conducts new raid on Gaza ahead of anticipated ground invasion
2023-10-27T11:50:04Z,NBC News,Maine manhunt enters third day and U.S. strikes targets in Syria: Morning Rundown
2023-10-27T09:01:00Z,Politico,What we've learned about Mike Johnson so far
2023-10-27T02:07:00Z,CBS News,U.S. strikes Iranian-backed militias in eastern Syria
2023-10-26T19:42:59Z,CBS News,Gaza's health care system in crisis as supplies run low
2023-10-26T01:30:03Z,CBS News,10/25: Prime Time with John Dickerson
2023-10-27T23:45:00Z,CBS News,How a rolling start to Israel's ground incursion into Gaza might look
2023-10-26T15:55:00Z,CBS News,"American mother is among hundreds still trapped in Gaza, and her son fears time is running out"
2023-10-26T14:27:00Z,NBC News,Eyes on 2024: Biden’s balancing acts amid war abroad
2023-10-27T18:32:28Z,The Washington Post,"U.S. urges Israel against Gaza ground invasion, pushes surgical campaign"
2023-10-27T16:22:19Z,ABC News,NOT REAL NEWS: A look at what didn't happen this week
2023-10-27T19:22:00Z,CBS News,"A year after Elon Musk bought Twitter, X is struggling, experts say"
2023-10-26T22:01:20Z,The Washington Post,The U.S. is walking a familiar tightrope on Israel
2023-10-26T12:57:56Z,NBC News,The videotaped confessions of Hamas militants who kidnapped and killed civilians
2023-10-26T11:31:00Z,NBC News,Maine shooting latest and Israel conducts a 'targeted raid': Morning Rundown
2023-10-27T18:23:54Z,NBC News,"Told to leave northern Gaza, this Palestinian family is staying put"
2023-10-28T05:50:17Z,ABC News,"NYC protesters demand Israeli cease-fire, at least 200 detained after filling Grand Central station"
2023-10-28T11:00:00Z,Politico,Middle East conflict presents test for the left in New York City
2023-10-28T11:35:27Z,Politico,Israel expands ground operation in Gaza and bombs Hamas tunnels after knocking out communications
2023-10-28T20:57:15Z,Politico,Israel launches expanded Gaza ground operation — but won’t use the I-word
2023-10-28T17:55:37Z,Associated Press,NEW STAGE OF WAR
2023-10-28T17:58:54Z,Politico,Ramaswamy addresses Israel policy criticism at Jewish forum in Las Vegas
2023-10-28T14:05:19Z,Politico,Musk says Starlink will support connectivity to aid organizations in Gaza
2023-10-28T14:34:36Z,The Wall Street Journal,Americans Stuck in Strip. Are We U.S. Citizens or Not?
2023-10-28T11:48:15Z,NBC News,Israel expands Gaza ground operation
2023-10-28T00:53:00Z,CBS News,Israeli military expanding ground operations in Gaza
2023-10-28T20:59:34Z,CBS News,Israel bombardment knocks out most communications in Gaza
2023-10-28T00:43:02Z,CBS News,Israel's expanded raids into Gaza mark major escalation in war
2023-10-28T00:43:00Z,CBS News,Palestinians brace for expanding Israeli ground activity
2023-10-28T03:36:00Z,CBS News,About 100 people taken into custody at Grand Central rally
2023-10-28T19:29:02Z,CBS News,"Israel says ground forces ""expanding their activity"" in Gaza, sending in tanks and infantry"
2023-10-28T14:01:07Z,CBS News,Israel's military expanded its ground invasion into Gaza as civilians were warned to go south
2023-10-28T00:12:00Z,CBS News,"Fighting between Israel, Hamas appears to escalate"
2023-10-28T13:30:16Z,Reuters,US halts exports of most civilian firearms for 90 days
2023-10-28T19:28:35Z,CBS News,White House response to Israel expanding ground raids in Gaza
2023-10-28T04:03:13Z,CNN,Israel says it is expanding ground operations in Gaza as war with Hamas rages
2023-10-28T23:34:31Z,ABC News,Israel says its war can both destroy Hamas and rescue hostages. Their families are less certain
2023-10-28T13:50:26Z,ABC News,"Mass graves, unclaimed bodies and overcrowded cemeteries. The war robs Gaza of funeral rites"
2023-10-28T19:46:46Z,Politico,‘These are not good or smart people’: Haley slams Trump on praise for U.S. adversaries
2023-10-28T22:15:56Z,Politico,"Trump flexes his muscle once more, this time in Sin City"
2023-10-28T18:54:22Z,ABC News,Israel is reassessing diplomatic relations with Turkey due to leader's 'increasingly harsh' remarks
2023-10-28T17:02:18Z,ABC News,A spiderweb of Hamas tunnels in Gaza Strip raises risks for an Israeli ground offensive
2023-10-28T14:06:02Z,CBS News,White House supported a humanitarian pause to allow critical aid into Gaza
2023-10-28T13:15:48Z,Politico,"Iranian teen injured on Tehran Metro while not wearing a headscarf has died, state media says"
2023-10-28T23:42:25Z,ABC News,Netanyahu says the Gaza war has entered a new stage and will be 'long and difficult'
2023-10-28T18:27:15Z,Politico,Pence suspends presidential campaign
2023-10-28T13:42:33Z,CBS News,Eye Opener: Protesters flooded Grand Central Station in NYC calling for a ceasefire to war
2023-10-28T06:14:56Z,ABC News,French Jewish groups set up a hotline for people in the community traumatized by Israel-Hamas war
2023-10-28T20:24:57Z,NBC News,Netanyahu says war has entered second phase as troops prepare for ‘long and difficult’ battle
2023-10-28T23:37:24Z,Politico,It ended in Sin City. But Mike Pence’s campaign was DOA for months.
2023-10-28T14:08:26Z,NBC News,'This is my home': Israel's kibbutz communities look to rebuild after devastation of Hamas attack
2023-10-28T04:01:35Z,CBS News,10/27: CBS Evening News
2023-10-28T03:01:36Z,CBS News,10/27: CBS News Weekender
2023-10-28T17:48:10Z,CBS News,10/28: CBS Saturday Morning
2023-10-28T19:50:17Z,ABC News,Republican presidential candidates profess strong support for Israel as war enters new phase
2023-10-28T19:59:29Z,CBS News,"Doctor details worsening humanitarian crisis in Gaza, calls for immediate ceasefire"
2023-10-28T03:52:18Z,NBC News,Videos of Hamas attack suggest that jihadism has evolved in chilling new ways
2023-10-28T01:15:38Z,The Washington Post,"White House scrambles to repair relations with Arab, Muslim Americans"
2023-10-28T10:00:00Z,NBC News,"After begging him to return to Thailand, one worker’s family fears he is among Hamas’ hostages"
2023-10-27T02:59:03Z,Politico,Mike Johnson on Hannity: 12 key lines from the new House speaker's interview
2023-10-27T05:02:21Z,ABC News,South Korean and US forces stage drills for reaction to possible 'Hamas-style' attack by North Korea
2023-10-27T09:00:00Z,NBC News,"In a private moment, Vivek Ramaswamy confronts a GOP senator on Israel"
2023-10-27T10:22:08Z,ABC News,US expands its effort to cut off funding for Hamas
2023-10-29T23:25:41Z,ABC News,"Israeli defense minister on Hamas, ground operations: 'Not looking for bigger wars'"
2023-10-29T15:17:44Z,Politico,Iranian foreign minister deflects question about threatening U.S.
2023-10-29T13:40:07Z,Politico,National security adviser defends Israel’s efforts to defeat Hamas
2023-10-29T10:39:57Z,Politico,Thousands loot United Nations aid warehouses in Gaza
2023-10-29T19:51:01Z,Politico,"Gaza receives largest aid shipment so far as deaths top 8,000"
2023-10-29T22:18:28Z,Politico,Crowd storms Russian airport to protest flight from Israel
2023-10-29T13:37:36Z,CNN,Decline in 'civil order' as thousands steal basics...
2023-10-29T16:06:48Z,Politico,‘This is not cancel culture’: DeSantis defends call to ban pro-Palestinian groups at Florida colleges
2023-10-29T17:14:44Z,CBS News,"""Complicated realities"" to getting Gaza hostages out, Sullivan says"
2023-10-29T13:30:54Z,CBS News,"U.N. aid warehouses looted in Gaza as Netanyahu declares ""second phase"" in war"
2023-10-29T02:02:00Z,CBS News,Israel wages fierce attack on Gaza
2023-10-29T02:04:00Z,CBS News,White House closely monitoring Middle East developments
2023-10-29T14:36:07Z,CBS News,"Transcript: National Security Adviser Jake Sullivan on ""Face the Nation,"" Oct. 29, 2023"
2023-10-29T16:32:34Z,CBS News,"Transcript: Sen. J.D. Vance of Ohio on ""Face the Nation,"" Oct. 29. 2023"
2023-10-29T17:40:34Z,CBS News,"Full transcript of ""Face the Nation,"" Oct. 29. 2023"
2023-10-29T23:25:10Z,Politico,House GOP plans to vote Thursday on Israel aid bill
2023-10-29T04:01:48Z,CNN,"War in Gaza is 'going to be long,' Israeli leader Netanyahu says as fighting enters new stage"
2023-10-29T13:07:32Z,CBS News,Israel's military intensifies shelling of Northern Gaza Strip
2023-10-29T23:40:45Z,CBS News,"U.S. must stand with Israel, Ukraine, Vice President Harris says"
2023-10-29T02:06:00Z,CBS News,More worldwide protests against Israel-Hamas war
2023-10-29T17:38:00Z,CBS News,"U.S. and Israel have had ""conversations like friends do on the hard questions,"" Jake Sullivan says"
2023-10-29T16:03:21Z,CBS News,"Transcript: General Joseph Votel on ""Face the Nation,"" Oct. 29, 2023"
2023-10-29T23:40:00Z,CBS News,"Vice President Kamala Harris on Israel, Ukraine and the 2024 election"
2023-10-29T04:01:29Z,CBS News,10/28: CBS Weekend News
2023-10-29T14:19:02Z,CBS News,Volunteers mobilize to aid Israeli hostage families
2023-10-29T06:30:27Z,ABC News,Israel strikes near Gaza's largest hospital after accusing Hamas of using it as a base
2023-10-29T00:06:32Z,ABC News,"Live updates | Israel pounds Gaza Strip, dismissing calls for cease-fire"
2023-10-29T16:06:40Z,CBS News,"Transcript: Robert Mardini of the Red Cross on ""Face the Nation,"" Oct. 29, 2023"
2023-10-29T17:50:00Z,CBS News,"As war between Israel and Hamas enters fourth week, pain is what Israelies and Palestianians share"
2023-10-29T05:58:45Z,ABC News,Live updates | Israeli military intensifies strikes on Gaza including underground targets
2023-10-29T19:11:00Z,CBS News,"Sen. J.D. Vance says ""when we send aid into Gaza, a lot of it goes into the wrong hands"""
2023-10-29T20:15:00Z,CBS News,"Former CENTCOM commander: Israel's objective is to ""destroy the war-making capability of Hamas"""
2023-10-29T18:13:03Z,CBS News,10/29: Face The Nation
2023-10-29T19:58:22Z,ABC News,"Israeli media, also traumatized by Hamas attack, become communicators of Israel's message"
2023-10-29T21:00:33Z,CBS News,10/29: The Takeout: Reporter Roundup
2023-10-29T11:36:20Z,Politico,China’s foreign minister says Xi-Biden meeting in San Francisco would not be ‘smooth sailing’
2023-10-29T23:26:30Z,ABC News,Hundreds storm airport in Russia in antisemitic riot over arrival of plane from Israel
2023-10-29T14:22:33Z,ABC News,"Thousands rally in Pakistan against Israel's bombing in Gaza, chanting anti-American slogans"
2023-10-29T14:29:27Z,NBC News,Ron DeSantis defends banning pro-Palestinian groups from Florida colleges: ‘Not cancel culture’
2023-10-29T08:40:29Z,NBC News,LIVE BLOG
2023-10-29T12:22:27Z,ABC News,Mission impossible? Biden says Mideast leaders must consider a two-state solution after the war ends
2023-10-29T22:27:08Z,The Washington Post,More Democrats warn Biden about how Israel is conducting response
2023-10-29T17:49:00Z,CBS News,"3 truckloads of aid from Red Cross has gotten into Gaza today, director-general says"
2023-10-29T17:40:00Z,CBS News,"CBS News producer describes scene in Gaza: ""I saw death, bodies, everywhere"""
2023-10-29T17:22:00Z,CBS News,"Netanyahu declares ""second stage of the war"" has begun"
2023-10-29T17:44:40Z,CBS News,"Face The Nation: Vance, Al Ghoul, Mardini"
2023-10-29T23:20:26Z,CBS News,Vice President Kamala Harris: The 2023 60 Minutes Interview
2023-10-29T11:00:00Z,Politico,‘The rise is real’: Haley’s breakout is jolting 2024’s undercard race
2023-10-29T13:12:30Z,NBC News,Iran and its proxy forces loom over Israel-Hamas war sparking fears of wider regional conflict
2023-10-29T17:55:13Z,NBC News,Speaker Mike Johnson says he thinks standalone Israel aid bill will pass the House this week
2023-10-28T21:53:16Z,NBC News,Nikki Haley swipes at Trump as GOP candidates tout staunch support for Israel
2023-10-29T04:14:32Z,ABC News,Erdogan opts for a low-key celebration of Turkey's 100th anniversary as a secular republic
2023-10-29T14:55:49Z,Politico,Playbook: The GOP field is shrinking. Will it matter?
2023-10-29T16:44:32Z,CBS News,10/29: Sunday Morning
2023-10-29T08:22:07Z,ABC News,UN says thousands of people broke into Gaza aid warehouses to take food and other ‘basic survival items’
2023-10-28T10:38:03Z,ABC News,"Israeli military says it's expanding ground operation in Gaza with infantry, armored vehicles, backed by 'massive' fire"
2023-10-28T15:08:48Z,Politico,"Playbook: Two new players, lots of old problems"
2023-10-30T05:21:24Z,ABC News,Israel-Gaza live updates: 24 trucks bring in aid Red Cross says
2023-10-30T16:29:23Z,Associated Press,Mob storms Dagestan airport looking for Israelis on jet from Tel Aviv
2023-10-30T21:13:47Z,Politico,Israel pushes deeper into Gaza and frees Hamas captive
2023-10-30T17:48:44Z,ABC News,Man pleads not guilty to hate crime in fatal stabbing of 6-year-old Muslim boy
2023-10-30T20:48:16Z,Politico,"Israel shouldn’t be compared to Russia, Biden admin says, as civilian deaths soar"
2023-10-30T22:35:51Z,Politico,Canada clarifies its stance on a ‘humanitarian truce’
2023-10-30T22:48:02Z,NBC News,Trapped Palestinians refusing Israeli orders to evacuate from Gaza hospital
2023-10-30T21:39:37Z,ABC News,"FBI investigating antisemitic threats to Cornell's Jewish students, Biden 'concerned'"
2023-10-30T14:10:03Z,CBS News,Palestinians and Israelis express outrage over ongoing violence
2023-10-30T08:06:19Z,ABC News,Cornell sends officers to Jewish center after antisemitic messages posted online
2023-10-30T21:08:03Z,Politico,Colleges under pressure to address antisemitism on campuses
2023-10-30T08:17:16Z,NBC News,Israel says it freed a hostage during Gaza ground operation
2023-10-30T12:52:00Z,CBS News,"Hamas says 8,300 killed in Gaza as Israel sends in more ground forces"
2023-10-30T11:44:40Z,NBC News,Hostage talks with Hamas stall and tributes pour in for Matthew Perry: Morning Rundown
2023-10-30T16:35:09Z,NBC News,Bombs went off and lights went out as a blackout plunged Gaza into chaos
2023-10-30T13:54:05Z,CBS News,"Israel targets Hamas' ""pivotal"" tunnel network as next phase in war begins"
2023-10-30T18:34:00Z,CBS News,Israel's Netanyahu rejects calls for cease-fire with Hamas
2023-10-30T00:55:00Z,CBS News,Hundreds riot in Russian airport over arrival of plane from Israel
2023-10-30T02:40:00Z,CBS News,"For Palestinian and Israeli Americans, the unimaginable is now a reality"
2023-10-30T13:56:41Z,CBS News,Israel expands Gaza ground operation as humanitarian crisis worsens
2023-10-30T13:52:10Z,CBS News,Israeli video shows troops entering Gaza as war expands; Gaza hospitals face evacuation orders
2023-10-30T16:09:00Z,CBS News,"Kirby: Israel has ""extra burden"" of doing everything it can to protect innocent lives in Gaza"
